Flight Time	 ECEF-X-POS	 ECEF-Y-POS	 ECEF-Z-POS	 ECEF-X-VEL	 ECEF-Y-VEL	 ECEF-Z-VEL	 Lat	 Long	 Alt	 rV Sample Number	 SVs Used	 SNR 1	 SNR 2	 SNR 3	 SNR 4	 SNR 5	 SNR 6	 SNR 7	 SNR 8	 SNR 9	 SNR 10	 SNR 11	 SNR 12	 SNR 13	 SNR 14	 SNR 15	 SNR 16	 SNR 17	 SNR 18	 SNR 19	 SNR 20	 SNR 21	 SNR 22	 SNR 23	 SNR 24	 SNR 25	 SNR 26	 SNR 27	 SNR 28	 SNR 29	 SNR 30	 SNR 31	 SNR 32	 SNR 133	 SNR 135	 SNR 138	 GPS Time (mSec of week)	 
-229.3	-2268307.198	-1445841.825	5764015.377	0.0482	0.1685	-0.1301	65.129877	-147.486154	0.221235	32216	11	0	47	0	46	49	38	0	0	52	0	0	34	0	0	0	0	0	0	0	0	44	0	44	0	37	45	0	0	44	0	48	0	0	0	0	373588700	 
-229.25	-2268307.198	-1445841.831	5764015.353	0.0218	0.0809	-0.0048	65.129877	-147.486154	0.221215	32217	11	0	47	0	46	48	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	44	0	44	0	37	45	0	0	44	0	48	0	0	0	0	373588750	 
-229.2	-2268307.198	-1445841.838	5764015.329	0.0113	-0.0207	-0.0323	65.129877	-147.486154	0.221195	32218	11	0	47	0	46	48	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	44	0	44	0	37	45	0	0	44	0	48	0	0	0	0	373588800	 
-229.15	-2268307.198	-1445841.863	5764015.33	0.0346	-0.1066	0.005	65.129877	-147.486153	0.221201	32219	11	0	47	0	48	48	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	44	0	44	0	37	45	0	0	44	0	48	0	0	0	0	373588850	 
-229.1	-2268307.224	-1445841.856	5764015.569	0.006	-0.1977	0.0558	65.129877	-147.486154	0.221426	32220	11	0	47	0	48	48	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	44	0	44	0	38	45	0	0	43	0	48	0	0	0	0	373588900	 
-229.05	-2268307.198	-1445841.876	5764015.281	-0.0075	-0.2848	0.053	65.129876	-147.486153	0.22116	32221	11	0	47	0	48	48	38	0	0	51	0	0	41	0	0	0	0	0	0	0	0	44	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373588950	 
-229	-2268307.224	-1445841.87	5764015.718	0.0083	-0.3417	0.0747	65.129878	-147.486153	0.221564	32222	10	0	47	0	48	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589000	 
-228.95	-2268307.224	-1445841.916	5764015.717	-0.0021	-0.3781	0.0657	65.129878	-147.486152	0.221573	32223	10	0	47	0	48	48	38	0	0	51	0	0	29	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589050	 
-228.9	-2268307.224	-1445841.943	5764015.714	-0.0137	-0.4039	0.1438	65.129878	-147.486152	0.221576	32224	11	0	47	0	48	48	38	0	0	51	0	0	30	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589100	 
-228.85	-2268307.224	-1445841.964	5764015.716	0.0112	-0.4271	0.03	65.129877	-147.486152	0.221583	32225	10	0	47	0	48	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589150	 
-228.8	-2268307.224	-1445841.964	5764015.74	-0.0399	-0.4235	0.1388	65.129878	-147.486152	0.221605	32226	10	0	47	0	48	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589200	 
-228.75	-2268307.224	-1445841.989	5764015.74	-0.0355	-0.4829	0.1005	65.129877	-147.486151	0.22161	32227	10	0	47	0	48	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589250	 
-228.7	-2268307.224	-1445842.016	5764015.739	-0.0292	-0.458	0.0667	65.129877	-147.486151	0.221616	32228	10	0	47	0	48	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589300	 
-228.65	-2268307.224	-1445842.043	5764015.739	-0.0339	-0.4339	0.1518	65.129877	-147.48615	0.221621	32229	10	0	47	0	48	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589350	 
-228.6	-2268307.224	-1445842.072	5764015.738	-0.0152	-0.3891	0.1402	65.129877	-147.48615	0.221628	32230	10	0	47	0	46	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	38	47	0	0	43	0	48	0	0	0	0	373589400	 
-228.55	-2268307.224	-1445842.05	5764015.738	-0.0077	-0.3558	0.0716	65.129877	-147.48615	0.221622	32231	10	0	47	0	46	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	45	0	44	0	37	47	0	0	43	0	48	0	0	0	0	373589450	 
-228.5	-2268307.224	-1445842.077	5764015.737	-0.0269	-0.3541	0.0536	65.129877	-147.48615	0.221628	32232	10	0	47	0	46	48	38	0	0	51	0	0	27	0	0	0	0	0	0	0	0	45	0	44	0	37	46	0	0	43	0	48	0	0	0	0	373589500	 
-228.45	-2268307.224	-1445842.106	5764015.762	0.0136	-0.3117	0.0685	65.129877	-147.486149	0.221657	32233	10	0	47	0	46	48	38	0	0	51	0	0	0	0	0	0	0	0	0	0	0	43	0	44	0	37	46	0	0	43	0	48	0	0	0	0	373589550	 
-228.4	-2268307.224	-1445842.108	5764015.734	0.0215	-0.2947	0.086	65.129877	-147.486149	0.221632	32234	11	0	47	0	46	48	38	0	0	51	0	0	35	0	0	0	0	0	0	0	0	43	0	44	0	37	46	0	0	43	0	48	0	0	0	0	373589600	 
-228.35	-2268307.224	-1445842.135	5764015.762	0.0253	-0.3037	0.0034	65.129877	-147.486149	0.221663	32235	10	0	47	0	46	48	39	0	0	51	0	0	29	0	0	0	0	0	0	0	0	43	0	44	0	37	46	0	0	43	0	48	0	0	0	0	373589650	 
-228.3	-2268307.224	-1445842.162	5764015.76	0.0147	-0.2984	0.0799	65.129877	-147.486148	0.221667	32236	11	0	47	0	46	48	39	0	0	51	0	0	31	0	0	0	0	0	0	0	0	43	0	44	0	37	46	0	0	43	0	48	0	0	0	0	373589700	 
-228.25	-2268307.224	-1445842.162	5764015.734	0.047	-0.2705	0.0469	65.129877	-147.486148	0.221644	32237	11	0	47	0	46	48	39	0	0	51	0	0	31	0	0	0	0	0	0	0	0	43	0	43	0	37	46	0	0	43	0	48	0	0	0	0	373589750	 
-228.2	-2268307.224	-1445842.189	5764015.735	0.0283	-0.2713	0.1039	65.129877	-147.486148	0.221651	32238	11	0	47	0	46	48	39	0	0	51	0	0	31	0	0	0	0	0	0	0	0	43	0	43	0	37	46	0	0	43	0	48	0	0	0	0	373589800	 
-228.15	-2268307.224	-1445842.216	5764015.735	0.0524	-0.2551	0.0707	65.129876	-147.486147	0.221657	32239	11	0	47	0	46	48	39	0	0	50	0	0	32	0	0	0	0	0	0	0	0	43	0	43	0	37	46	0	0	43	0	48	0	0	0	0	373589850	 
-228.1	-2268307.224	-1445842.217	5764015.735	0.0717	-0.2263	0.0009	65.129876	-147.486147	0.221658	32240	11	0	47	0	46	48	39	0	0	50	0	0	32	0	0	0	0	0	0	0	0	43	0	43	0	37	46	0	0	43	0	48	0	0	0	0	373589900	 
-228.05	-2268307.224	-1445842.241	5764015.736	0.0468	-0.265	0.077	65.129876	-147.486147	0.221664	32241	11	0	47	0	47	48	39	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	37	46	0	0	43	0	48	0	0	0	0	373589950	 
-228	-2268307.224	-1445842.243	5764015.737	0.0843	-0.2345	-0.011	65.129876	-147.486147	0.221665	32242	11	0	47	0	47	48	39	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	39	46	0	0	42	0	48	0	0	0	0	373590000	 
-227.95	-2268307.224	-1445842.266	5764015.712	0.0707	-0.2524	-0.0216	65.129876	-147.486146	0.221648	32243	11	0	47	0	47	48	39	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	39	46	0	0	42	0	48	0	0	0	0	373590050	 
-227.9	-2268307.198	-1445842.291	5764015.713	0.0892	-0.2315	-0.0774	65.129876	-147.486145	0.221645	32244	11	0	47	0	47	48	39	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	39	46	0	0	42	0	48	0	0	0	0	373590100	 
-227.85	-2268307.198	-1445842.292	5764015.713	0.0389	-0.2621	-0.0501	65.129876	-147.486145	0.221646	32245	11	0	47	0	47	48	39	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	39	46	0	0	42	0	48	0	0	0	0	373590150	 
-227.8	-2268307.198	-1445842.318	5764015.688	0.0815	-0.2551	-0.1199	65.129876	-147.486145	0.221629	32246	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	39	46	0	0	42	0	48	0	0	0	0	373590200	 
-227.75	-2268307.198	-1445842.345	5764015.689	0.0561	-0.3013	-0.2035	65.129876	-147.486144	0.221636	32247	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	43	0	39	46	0	0	42	0	48	0	0	0	0	373590250	 
-227.7	-2268307.198	-1445842.343	5764015.664	0.0829	-0.2747	-0.2198	65.129876	-147.486145	0.221613	32248	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	42	0	49	0	0	0	0	373590300	 
-227.65	-2268307.198	-1445842.37	5764015.665	0.0919	-0.2574	-0.1906	65.129876	-147.486144	0.221619	32249	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	42	0	49	0	0	0	0	373590350	 
-227.6	-2268307.198	-1445842.393	5764015.64	0.0753	-0.2865	-0.239	65.129875	-147.486144	0.221602	32250	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	42	0	49	0	0	0	0	373590400	 
-227.55	-2268307.173	-1445842.395	5764015.615	0.1053	-0.2726	-0.2855	65.129876	-147.486143	0.221571	32251	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	42	0	49	0	0	0	0	373590450	 
-227.5	-2268307.173	-1445842.418	5764015.591	0.1122	-0.2463	-0.2656	65.129875	-147.486143	0.221554	32252	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	42	0	49	0	0	0	0	373590500	 
-227.45	-2268307.173	-1445842.418	5764015.566	0.111	-0.2487	-0.2091	65.129875	-147.486143	0.221532	32253	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	44	0	49	0	0	0	0	373590550	 
-227.4	-2268307.173	-1445842.448	5764015.541	0.1078	-0.2267	-0.2316	65.129875	-147.486142	0.221516	32254	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	43	0	44	0	39	46	0	0	44	0	49	0	0	0	0	373590600	 
-227.35	-2268307.173	-1445842.447	5764015.542	0.0858	-0.2244	-0.1546	65.129875	-147.486142	0.221516	32255	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	49	0	0	0	0	373590650	 
-227.3	-2268307.147	-1445842.448	5764015.543	0.0765	-0.1996	-0.0731	65.129875	-147.486142	0.221508	32256	11	0	47	0	47	48	40	0	0	50	0	0	33	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	49	0	0	0	0	373590700	 
-227.25	-2268307.147	-1445842.475	5764015.543	0.0644	-0.167	-0.0409	65.129875	-147.486142	0.221515	32257	11	0	47	0	47	48	38	0	0	50	0	0	33	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	49	0	0	0	0	373590750	 
-227.2	-2268307.147	-1445842.474	5764015.544	0.0248	-0.1918	0.0218	65.129875	-147.486142	0.221515	32258	11	0	47	0	47	48	38	0	0	50	0	0	33	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	49	0	0	0	0	373590800	 
-227.15	-2268307.147	-1445842.502	5764015.544	0.025	-0.1559	0.0171	65.129875	-147.486141	0.221522	32259	11	0	47	0	47	48	38	0	0	50	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373590850	 
-227.1	-2268307.147	-1445842.501	5764015.545	0.0117	-0.1511	0.0575	65.129875	-147.486141	0.221522	32260	11	0	47	0	47	49	38	0	0	50	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373590900	 
-227.05	-2268307.147	-1445842.501	5764015.545	0.0197	-0.1556	0.0707	65.129875	-147.486141	0.221522	32261	11	0	47	0	47	49	38	0	0	51	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373590950	 
-227	-2268307.147	-1445842.527	5764015.546	0.0322	-0.1376	0.0655	65.129875	-147.486141	0.221528	32262	11	0	47	0	47	49	38	0	0	51	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591000	 
-226.95	-2268307.147	-1445842.527	5764015.546	0.0309	-0.1322	0.044	65.129875	-147.486141	0.221529	32263	11	0	47	0	47	49	38	0	0	51	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591050	 
-226.9	-2268307.147	-1445842.553	5764015.546	0.0266	-0.1446	0.0707	65.129875	-147.48614	0.221535	32264	11	0	47	0	47	49	38	0	0	51	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591100	 
-226.85	-2268307.147	-1445842.552	5764015.546	-0.0032	-0.1273	0.0742	65.129875	-147.48614	0.221535	32265	11	0	47	0	47	49	38	0	0	51	0	0	33	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591150	 
-226.8	-2268307.122	-1445842.58	5764015.066	0.0069	-0.1083	0.0678	65.129873	-147.486139	0.221096	32266	11	0	47	0	47	49	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591200	 
-226.75	-2268307.122	-1445842.58	5764015.041	0.0065	-0.1	0.0583	65.129873	-147.486139	0.221074	32267	11	0	47	0	47	49	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591250	 
-226.7	-2268307.122	-1445842.58	5764015.042	0.0017	-0.0767	0.0179	65.129873	-147.486139	0.221074	32268	11	0	47	0	47	49	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591300	 
-226.65	-2268307.122	-1445842.579	5764015.042	0.0003	-0.0532	0.1137	65.129873	-147.486139	0.221075	32269	11	0	47	0	47	49	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	46	0	43	0	39	46	0	0	44	0	47	0	0	0	0	373591350	 
-226.6	-2268307.122	-1445842.578	5764015.017	0.0306	-0.0268	0.0438	65.129873	-147.486139	0.221051	32270	11	0	47	0	47	49	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	48	0	0	0	0	373591400	 
-226.55	-2268307.122	-1445842.577	5764015.017	0.0044	-0.0073	0.0533	65.129873	-147.486139	0.221051	32271	11	0	47	0	47	49	38	0	0	51	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	48	0	0	0	0	373591450	 
-226.5	-2268307.122	-1445842.578	5764015.018	0.0039	0.0001	0.0449	65.129873	-147.486139	0.221052	32272	11	0	47	0	47	49	38	0	0	52	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	48	0	0	0	0	373591500	 
-226.45	-2268307.122	-1445842.602	5764014.992	-0.0314	-0.0031	0.0455	65.129873	-147.486139	0.221035	32273	11	0	46	0	47	49	38	0	0	52	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	48	0	0	0	0	373591550	 
-226.4	-2268307.122	-1445842.602	5764014.967	-0.0288	0.0296	-0.0014	65.129873	-147.486139	0.221012	32274	11	0	46	0	48	49	38	0	0	52	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	39	46	0	0	44	0	48	0	0	0	0	373591600	 
-226.35	-2268307.122	-1445842.604	5764014.968	-0.0369	0.0091	0.0234	65.129873	-147.486139	0.221013	32275	11	0	46	0	48	49	38	0	0	52	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591650	 
-226.3	-2268307.122	-1445842.605	5764014.968	-0.0429	0.0135	0.0426	65.129872	-147.486139	0.221013	32276	11	0	46	0	48	49	38	0	0	52	0	0	34	0	0	0	0	0	0	0	0	46	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591700	 
-226.25	-2268307.122	-1445842.607	5764014.943	-0.0361	-0.0026	-0.0197	65.129872	-147.486139	0.220991	32277	11	0	46	0	48	49	38	0	0	52	0	0	36	0	0	0	0	0	0	0	0	45	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591750	 
-226.2	-2268307.122	-1445842.605	5764014.918	-0.0588	0.001	-0.1055	65.129872	-147.486139	0.220968	32278	11	0	46	0	48	49	38	0	0	52	0	0	36	0	0	0	0	0	0	0	0	45	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591800	 
-226.15	-2268307.122	-1445842.602	5764014.919	-0.0656	-0.0005	-0.0584	65.129872	-147.486139	0.220968	32279	11	0	46	0	48	49	38	0	0	52	0	0	36	0	0	0	0	0	0	0	0	45	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591850	 
-226.1	-2268307.122	-1445842.601	5764014.893	-0.0492	0.0261	-0.1202	65.129872	-147.486139	0.220944	32280	11	0	46	0	48	49	38	0	0	52	0	0	36	0	0	0	0	0	0	0	0	45	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591900	 
-226.05	-2268307.122	-1445842.597	5764014.868	-0.0575	0.0633	-0.1491	65.129872	-147.486139	0.220921	32281	11	0	46	0	48	49	38	0	0	52	0	0	36	0	0	0	0	0	0	0	0	45	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373591950	 
-226	-2268307.122	-1445842.596	5764014.843	-0.0537	0.0889	-0.2127	65.129872	-147.486139	0.220898	32282	11	0	46	0	48	50	38	0	0	52	0	0	36	0	0	0	0	0	0	0	0	45	0	44	0	40	46	0	0	43	0	48	0	0	0	0	373592000	 
